gene	logFC	P.Value	adj.P.Val
TMEM233	-4.1142471330466	0.0263471026869745	0.0674429189661982
DDX27	1.71356710567986	0.0263485125039466	0.0674429189661982
SATL1	2.55626217229034	0.026352817442259	0.0674429189661982
KCNMB3	1.65537610702375	0.0263538539800536	0.0674429189661982
C9orf114	1.65565568894432	0.0263626152184699	0.0674570904942163
MAT2A	1.76202837090122	0.0263715855490173	0.0674717935198358
PIGL	1.94308152029553	0.0263767176047484	0.0674749821233927
LIMS1	1.54718776237514	0.0263792807393422	0.0674749821233927
NCAPH2	1.792218440321	0.0263919167118371	0.0674990526902839
RBM18	1.91254759244717	0.0263962988639308	0.0675020102684366
PSTPIP1	-1.68118438097303	0.0264116029875921	0.0675328939538552
GPR45	2.32673818086488	0.0264214020986926	0.0675496958237314
HOPX	-1.73422087850757	0.0264256622270903	0.0675523342003532
RYR3	1.55685682893586	0.0264292794524709	0.0675533286701362
MED6	1.88485399826127	0.026434775273564	0.067558815968752
EXOC6	2.11447476000085	0.0264378832059691	0.067558815968752
NRXN1	2.08219497263123	0.026482907820504	0.0676656079428409
NPBWR2	-3.35176081183373	0.0264897656455447	0.067667827275746
SBNO1	2.20353578099882	0.0264902437657895	0.067667827275746
IPPK	1.94607588470079	0.0265088844783048	0.0677071788835599
DNASE1L2	1.73530094433325	0.0265232222266911	0.067735531891108
PRPF31	1.71922412092266	0.0265346091780375	0.0677563430945225
TLR1	1.83112631685354	0.0265642593270101	0.0678237787551261
PTGFR	2.08918257806521	0.0265745203423387	0.0678416997296302
MRPS25	1.78008048380308	0.0266157022897971	0.0679385442932782
CANT1	1.79489651899926	0.0266337187132658	0.0679684088213768
POLR1C	1.7649971076258	0.0266338981331974	0.0679684088213768
PVRL3-AS1	2.14569213098895	0.0266741691285145	0.068062878086001
KRTAP5-1	2.46835902973297	0.0266894992619065	0.068093691972038
BRIX1	1.8132044579647	0.0267124451118645	0.0681439261746772
ADCK5	1.64918711269904	0.0267214483530163	0.0681585846215529
PIGC	1.77250483710464	0.0267299006758116	0.0681718344353483
CYP1B1-AS1	-1.87608196446765	0.0267332392503688	0.0681720405256177
UBE2Q2	1.6683674611225	0.02675567359217	0.068220936467619
NDUFB11	1.66380499695451	0.0267654526578103	0.068229786631798
TUBGCP3	1.9415160082658	0.0267656656054874	0.068229786631798
APOL5	-1.98161948193585	0.0267737682982419	0.068238336547698
C11orf73	1.66076939915673	0.0267758403441541	0.068238336547698
CABP7	2.20070505882455	0.0267788024337999	0.068238336547698
EVL	1.68056884146436	0.0267976555765728	0.0682780641172972
B9D2	1.64577711090176	0.0268039924358466	0.0682858955091947
PES1	1.69853157563124	0.0268160064087834	0.0683052220837503
CLECL1	1.68629789635119	0.0268213710151092	0.0683052220837503
P2RY10	-1.68629789635119	0.0268213710151092	0.0683052220837503
GPBP1	1.79664887489357	0.0268315899720891	0.0683229315838326
AKR1C3	-1.70139223124899	0.0268385708203378	0.0683323923818455
KRAS	2.09766590591919	0.0268418640256847	0.0683324630902041
YKT6	1.61323675742791	0.0268620761098595	0.0683755996441942
CSAG1	-2.30389719395745	0.0268941438708285	0.0684488998590315
LOC283663	1.58228359192765	0.0269030432861437	0.0684632231309551
ANKK1	-2.40054462038988	0.026916961965106	0.0684903144554728
LOC100507489	1.96697462948928	0.0269207263806395	0.0684915647709741
C16orf80	1.87046477468039	0.0269254443341428	0.0684952404736533
POLR2M	1.69525190707219	0.0269468854185469	0.0685414518376702
PRPF40B	1.81449621169499	0.0269701317638638	0.0685922432292918
MORN4	1.75813296550303	0.0269881889964574	0.0686298265815856
HTRA1	-1.72077560297275	0.0269940822269799	0.0686364720147972
MFSD11	1.78362514643898	0.0270124067722058	0.0686747204610835
LOC645513	1.9607474571625	0.0270331626744729	0.0687191401999538
GCFC2	1.63805167512581	0.0270417564749043	0.0687326364622674
HIST4H4	1.93491140729949	0.027069534611931	0.0687872535115945
ARL8A	1.90262456890349	0.0270718694860248	0.0687872535115945
PLDN	1.90914994207811	0.0270731061799432	0.0687872535115945
SLC11A2	1.90261650873378	0.0270790290102751	0.0687939493831514
EPHX3	1.54484817652391	0.0271163916907959	0.0688775169321815
SMARCA5	1.79172469923005	0.0271185062603576	0.0688775169321815
CPEB1	-2.68056776839443	0.0271272660727733	0.0688914041066571
PRH1-PRR4	1.80186902346362	0.027153756999177	0.0689503117297388
B4GALT4	1.55715473890926	0.0271678105503321	0.0689776272235196
SYNPO2	-1.89395387715348	0.0271712917223505	0.0689780966373779
TAT	1.63563019853617	0.0271799212338205	0.0689916341265074
ZDHHC3	1.8235164445132	0.0272063667075299	0.0690503856545508
DFNA5	1.89835085094027	0.0272097292699282	0.0690505450767061
NIPSNAP3B	2.00837715434272	0.0272252690172283	0.0690799497088215
ZNF441	2.00190903022578	0.0272279186274663	0.0690799497088215
SLC9B1	1.64491140951128	0.0272338764680316	0.069086689170812
SNORD104	2.0647187523342	0.0272903089128861	0.0692143931138783
YIPF4	1.74303073164354	0.0272908323417094	0.0692143931138783
LOC100289511	1.7913117994519	0.0273011781520035	0.0692322411547293
DSE	1.50978141792385	0.0273224624663335	0.0692778201345566
INA	2.67572314046073	0.0273359791803445	0.0693012106660711
CSTF1	1.83129671216073	0.0273383109074079	0.0693012106660711
CCDC17	1.87560748779173	0.0273505402824202	0.069323813705175
SLC28A2	1.61922648665076	0.0273585370714896	0.069335684480803
C9orf163	1.9029837393322	0.0273727731871439	0.0693633630072867
LRIF1	1.890692952966	0.0273773898596438	0.0693666618480331
PDZK1P1	1.86165416690705	0.0273939972190566	0.0693945992677968
LOC158434	-1.97658385113911	0.0273950484828094	0.0693945992677968
R3HCC1	1.63246622889422	0.0274073618717337	0.0694173873793149
SCARNA9L	1.70976100564832	0.0274292620310639	0.0694644484160769
GPR83	-2.17018715945339	0.0274422281623276	0.0694888754265327
FAM108B1	1.95221691218689	0.0274721712301012	0.069542269860745
TTLL6	-1.71397020842424	0.0274729326630859	0.069542269860745
CMTM8	-1.49859605403658	0.0274732841889888	0.069542269860745
USP7	1.95595029247315	0.0275004884324923	0.0696000257130496
LOC100507470	2.52482162052785	0.0275027531597633	0.0696000257130496
GTPBP6	1.85490401559506	0.0275076404003952	0.0696039761812176
ZFP41	1.83251629469101	0.0275404432982672	0.0696785535557416
FAF2	1.75016662708791	0.0275501476793895	0.0696946796831365
PLEKHG6	1.90474850588871	0.027572685832049	0.0697374830253808
LOC100131347	1.58022002590798	0.0275737328945809	0.0697374830253808
NPBWR1	-2.68509414516706	0.0276119386432212	0.069825671063208
BOC	2.31099950620257	0.0276199883274577	0.0698364678620075
PRPSAP1	1.68069060590034	0.0276228827532178	0.0698364678620075
ZNF487P	1.79111557149788	0.0276264803097425	0.0698371257503831
RAB33A	2.37957312146119	0.0276399871443112	0.0698514969570334
VPS52	1.58157189903539	0.0276412230084196	0.0698514969570334
LOC727982	1.77397603162912	0.0276421794084485	0.0698514969570334
ING5	1.6943912126466	0.0276528080314647	0.0698699179988446
ENPP6	-1.81562333388176	0.0276586171014065	0.0698761585734675
PLCL2	2.32825138328458	0.0276702444896332	0.0698970951460725
MIR4677	2.23347990604703	0.027682373654244	0.0699192940360544
XPNPEP3	1.58813936445062	0.0277156244411393	0.0699948294780692
DYNC1LI1	2.11668577320056	0.0277270833569473	0.0700088911342785
PCYT1A	1.81112246126335	0.0277318620356516	0.0700088911342785
WASH1	1.71857792629972	0.0277332973945266	0.0700088911342785
TMED2	1.76284263845005	0.0277345745724538	0.0700088911342785
GTF2F1	1.89181177111389	0.0277518070261245	0.0700439408791077
ALDH4A1	-1.73695138688961	0.02775967716949	0.0700553550951216
DCAKD	1.56781642439758	0.0277741399365537	0.0700623417377059
ARHGEF12	1.65266726170579	0.0277744580098955	0.0700623417377059
EIF4E	1.83133725556469	0.027775807211928	0.0700623417377059
TANK	1.68593212872583	0.0277766091174851	0.0700623417377059
OSTBETA	-1.73615941407057	0.0277818697515076	0.0700623417377059
OR52W1	2.39848669784982	0.0277825416539602	0.0700623417377059
TNFSF12	-1.53309644161511	0.0277858823512005	0.0700623417377059
TXNDC17	1.5580240924971	0.0277943277277376	0.0700751930157393
ANKRD11	1.95023755520769	0.0278016746086689	0.0700852719986754
MYH10	2.19077417100352	0.0278183975245633	0.0701189817633114
LAMP5	-2.64152760089029	0.0278279835775203	0.0701346964161375
NAB1	1.73034864360513	0.0278581572728625	0.0702022879445954
WDSUB1	1.79308027285756	0.0278704862509663	0.0702249000948489
MRPL30	1.84451304816832	0.027878601834185	0.0702368916424458
DCK	1.90530907108425	0.0278874719452311	0.0702507810191291
WNT2B	2.52099218653291	0.0278995514816926	0.0702590350971427
LOC145820	-2.5466679547597	0.0279001737868706	0.0702590350971427
ZYG11B	2.29037895689562	0.0279020935352216	0.0702590350971427
RARS	1.93868821841804	0.0279041785669671	0.0702590350971427
RGMB	2.28107545319206	0.0279141581638306	0.0702757066574012
C2orf56	1.91897323359269	0.0279233008426058	0.0702902674644976
UBXN4	1.68813585889669	0.0279336663612708	0.0703079026071629
FLJ42393	2.09513407295408	0.0279581236128591	0.0703609975613576
CLPB	1.99667724681905	0.0279641050523722	0.0703675880622824
LAMB1	2.12326874563325	0.0279814313262969	0.0704027211655753
LPPR2	1.78110313409314	0.0279926174144142	0.0704223986552094
POLD2	1.56738724561241	0.027999148751074	0.0704303626355301
GOPC	1.94304419291685	0.0280186774801957	0.0704636255876037
SLC39A5	1.55661713276922	0.0280191067817285	0.0704636255876037
KLF15	-1.75577341333337	0.0280559732018566	0.0705478605169493
PLG	2.04088705871857	0.0280643090782855	0.0705597420977302
SEC14L1	1.67491890625984	0.0280674420922062	0.0705597420977302
DNAJB6	1.85608761692993	0.0281035700201737	0.0706420788278864
MIR3136	1.52832083357372	0.0281353256732498	0.0706964247164297
SNORD11B	1.52832083357372	0.0281353256732498	0.0706964247164297
MIR601	1.52832083357372	0.0281353256732498	0.0706964247164297
STARD3	1.64543110590224	0.0281496699931886	0.0707239757807016
TNFSF10	-1.52827683720146	0.0281760675708319	0.0707817995182747
IPO5	1.90428810691503	0.028181648284473	0.070787321090011
THUMPD2	1.73817256116578	0.0281874937127057	0.0707935061728373
GRHL2	1.96896353186951	0.0281915166407677	0.0707935927907182
TRPM2	-2.3982147635526	0.0281946790820041	0.0707935927907182
HSD3B7	1.55492176098822	0.0281976773349248	0.0707935927907182
ADAT3	1.9143800164859	0.0282109525324702	0.0708056803009715
ATE1	2.18074050674765	0.0282126264560925	0.0708056803009715
IQCG	1.65116025992755	0.0282126427577894	0.0708056803009715
LOC284395	2.26878208611698	0.0282401470008984	0.0708662089148339
VCP	1.83072467382204	0.0282786070697287	0.0709474303294353
ITM2C	-1.52953468335679	0.0282792944842693	0.0709474303294353
LENG9	1.81381117821094	0.028292188973181	0.0709712714520243
ANKRD13C	1.9697138346986	0.0282984789859945	0.0709785414432363
TOR1AIP2	1.69590889633628	0.0283163126981185	0.07101476024938
HLCS	1.87409432592574	0.028320758702758	0.0710173992347411
WDR83OS	1.49685160022247	0.0283275428019872	0.0710258999130582
LIN52	1.85588007423417	0.0283357483554243	0.0710379621523431
LOC100507377	-2.19498750024038	0.0283410307295493	0.0710410649188896
TSC22D2	1.91666753147318	0.0283437757339104	0.0710410649188896
WDR92	1.98467438491987	0.0283541711732525	0.0710503635469562
ZDHHC6	1.76189183475401	0.0283542763060609	0.0710503635469562
LINGO2	2.92190135076368	0.0283581539663158	0.0710515720664662
ANKMY1	1.80070907343208	0.0283762156470512	0.071088314214078
MOSPD1	1.91227509366481	0.0283830492824192	0.0710969223466488
NEURL4	1.92197341668833	0.0283913335322218	0.071109161639171
LOC100505536	2.16395103210989	0.0284010445373099	0.0711249710373081
GPN1	1.77860512132876	0.0284140312015201	0.0711489789305983
IDUA	1.82671179186968	0.0284387804904843	0.071194937852779
VPS26B	1.88080441153814	0.0284407203128859	0.071194937852779
TCEA1	1.56081890925373	0.0284425920122925	0.071194937852779
ATF3	-1.62002858072908	0.0284465104746805	0.0711962298999119
CORO7	1.61071412449874	0.028454876497848	0.0712086517093956
LOC100288432	2.14128506548035	0.0284625197623388	0.0712192620526966
MTRNR2L3	2.0331785578503	0.0284722489888771	0.0712263578577051
PARP1	1.63962957383827	0.0284722640633273	0.0712263578577051
GATC	1.7386495503779	0.0284767986752375	0.0712263578577051
BRF1	1.75470614652117	0.0284789704766997	0.0712263578577051
PRKCSH	1.71295872066881	0.0284964019590533	0.0712614373082158
TMEM216	1.52070688239787	0.0285082145055916	0.0712824586861045
FLII	1.68060497229176	0.028532593281826	0.0713348921165462
SEC23IP	1.84990487096776	0.0285696915027035	0.0714156000335984
EZR	1.9560871701712	0.0285717004435289	0.0714156000335984
OLFM2	1.55257347277392	0.0285817248634414	0.0714248968178221
C9orf85	1.74909000053212	0.0285824032403337	0.0714248968178221
SPPL2C	2.35733286025102	0.0285856595072761	0.0714248968178221
LOC100287718	-2.29827258776931	0.0286027220848257	0.0714589974148834
ZNF843	2.26223346038156	0.0286261468086912	0.071508982704867
C11orf75	1.56452373037278	0.0286481729820858	0.0715554628578571
IFT43	1.53791143717864	0.0286886068713508	0.0716461596916675
TMEM116	1.59384367210787	0.0286918866574961	0.0716461596916675
FAXC	2.7104000210887	0.0286990342507038	0.0716461596916675
POM121	1.95224003497547	0.0287000360287368	0.0716461596916675
SSBP3	2.13648371252383	0.0287066458053244	0.0716461596916675
KCNK9	3.1164084601343	0.028707362828176	0.0716461596916675
KIAA1143	1.78186701854966	0.0287084511619341	0.0716461596916675
C2orf73	-1.57898853138873	0.0287435662349259	0.0717200796712889
SPOP	1.663183343497	0.0287449253657221	0.0717200796712889
LOC100499489	2.17362347949649	0.0287933544389624	0.0718307800299735
PFDN4	1.73374421824708	0.0287995164762689	0.0718307800299735
MAGED1	1.93710936349469	0.0287995911522258	0.0718307800299735
RAD23B	1.92198517545301	0.0288176502110105	0.0718672563836976
PTPRF	1.79605693918767	0.0288347146383568	0.0719012438658548
C11orf54	1.64653728532194	0.0288567579092188	0.0719476368412144
MRPL3	1.93972507035261	0.028861537955653	0.071950982041934
LOC100506083	1.6473007418676	0.0288652657243232	0.071951703460058
NEK9	1.54837338899264	0.0288781664318229	0.0719752871310536
LOC100652768	1.54909304721244	0.0289361382128235	0.0721111859284917
GRIP2	1.74012650748197	0.0289432151159157	0.0721202333312278
SYBU	2.16445138037212	0.0289570635869506	0.0721461498536169
TMEM181	1.97075268868135	0.0289636298260136	0.0721539187784715
BBIP1	1.60491286824024	0.0289818601462947	0.0721889532671651
GRIN2D	1.66330568608721	0.0289845926288216	0.0721889532671651
SLC16A13	1.69974707198128	0.028997422067404	0.0722123115771147
CSMD1	2.20509012632625	0.0290113409120318	0.0722383769544476
UBA2	1.63386003021473	0.0290243964813038	0.0722622868254329
C18orf25	1.7702185035539	0.0290417881386298	0.0722969853186971
IFI6	-1.48993412809491	0.0290476396349077	0.0722976723698568
DTNA	-1.66749963066695	0.0290498835007224	0.0722976723698568
CNIH2	1.78532426489467	0.0290527933177516	0.0722976723698568
GPR137C	2.38979546060146	0.0290578608649821	0.0722976723698568
SELS	1.53465783281915	0.0290629474263027	0.0722976723698568
ASB14	1.92833989526087	0.0290678261497801	0.0722976723698568
RNMT	2.13324498742246	0.0290680354972435	0.0722976723698568
ZNRF2P1	1.58688460824117	0.0290697034942165	0.0722976723698568
SUPT5H	1.76698974635533	0.0290789636609446	0.0723121085643406
FBRSL1	1.74328259548924	0.0290907412681266	0.0723328008289945
RB1	1.68159942505041	0.0290956974157116	0.0723365289439444
TNPO2	1.68685136094734	0.029101176035588	0.0723394328276708
COG8	1.86986186769148	0.0291037792686687	0.0723394328276708
LOC284578	-1.92272097417044	0.0291224648656898	0.0723758303624443
ACOX2	-1.7539259838336	0.0291255611846622	0.0723758303624443
C11orf2	1.73501117231696	0.0291289679115693	0.0723758303624443
SMOC2	-1.55076099316463	0.0291351067370267	0.0723758303624443
ZFPM2	2.07719030726083	0.0291357160935311	0.0723758303624443
GLOD4	1.83624193299212	0.0291728633759558	0.0724595061133828
SNCB	-2.09607210480304	0.0292072492954735	0.0725356862774057
MPEG1	1.81887908209787	0.0292134427841225	0.0725356862774057
MIR550A3	1.62208287037039	0.0292140590873328	0.0725356862774057
WASF1	2.36902276719294	0.029217399389862	0.0725356862774057
OBP2A	-2.23808183922204	0.0292306625072045	0.0725541078442307
NAE1	1.71764411314213	0.0292317539536801	0.0725541078442307
C8orf84	1.55435120921079	0.0292379004725893	0.0725607572686674
CPSF3L	1.68584882518644	0.0292532953136827	0.0725903542907771
SYS1	1.57112866961315	0.0292804941617934	0.0726492317796643
GRM2	1.8403498960296	0.0292930369975264	0.0726717358874023
RPS28	1.50032629544331	0.0293065627246647	0.0726966727805041
KIF3C	2.50557375670654	0.0293108402418783	0.0726974029634673
SEC22C	1.65262041400406	0.0293145820732767	0.0726974029634673
WDR54	1.83178644052878	0.0293172791555338	0.0726974029634673
CLINT1	1.79315496708005	0.0293243498538455	0.0727063205025559
PRKAB1	1.65627161330825	0.0293494591730456	0.072756396480806
MBD1	1.84061829988043	0.0293515004822214	0.072756396480806
CYTH1	1.75629789039816	0.029361965958826	0.07277371783186
MIR106B	1.8715699480384	0.0293673283249801	0.0727783885040898
POR	1.60818518022895	0.0293772621723787	0.0727943858163644
RNF138P1	1.70852951112907	0.0293865671106831	0.0728088211411502
TMEM92	1.78663198169546	0.0293916513078913	0.0728127968827909
ATXN2L	1.92125478326789	0.0294091514241269	0.0728461891606559
PIR	-1.63304372405013	0.0294120927180724	0.0728461891606559
KCNQ3	2.23693099484906	0.0294224510056395	0.0728632200880488
GPR107	1.72863034250401	0.0294449969380524	0.0729075042842708
DHRS3	-1.67276915717399	0.0294473012620977	0.0729075042842708
LOC100506963	1.67915235586323	0.0294624078983885	0.072936276787138
AKD1	2.06143908530161	0.0294778434187347	0.0729658565626264
CSDAP1	1.58198479246449	0.0294849147578515	0.0729747281162389
TYW5	1.78587138474736	0.029489008129724	0.0729762280182834
NDST2	1.79006941290469	0.029500912710222	0.0729970556194993
SAMHD1	1.90591290902929	0.0295085689753405	0.0730004720464481
SLK	1.7958457567701	0.0295095029650397	0.0730004720464481
LDHAL6B	1.86165416690705	0.0295127589368704	0.0730004720464481
EPB41L4B	-2.1152423885077	0.0295171522885164	0.0730027099384817
FXYD3	-2.00460193317501	0.0295276410437987	0.0730200208558888
DGCR11	1.82541905421123	0.0295565935020075	0.07307440169794
EXOC1	1.88708110671737	0.0295566155008776	0.07307440169794
TATDN2	1.88455434503185	0.0295790457499463	0.073121218117351
RSL24D1	1.8702461445801	0.0296114012213669	0.0731921157231882
BMS1	1.78043850100266	0.029614720626409	0.0731921157231882
MERTK	-1.71024084499013	0.0296197304931019	0.0731958526569024
LOC100128822	1.68454578416864	0.0296309746871045	0.0732149930691167
CAPN13	-2.08574758934134	0.0296467106949107	0.073245226446482
METTL10	1.5991228950509	0.0296665823645325	0.0732727545207017
GPR98	1.85012780676742	0.0296669241414545	0.0732727545207017
C16orf89	-2.2034593124296	0.0296683575004256	0.0732727545207017
CC2D1B	1.59355951373292	0.0296744188546957	0.0732790758736561
CIZ1	1.77153394081947	0.0296842867626386	0.0732905065682343
NUP37	1.6259397744995	0.0296860524549534	0.0732905065682343
ALDH3A2	1.63600567390615	0.0297133587100197	0.0733492679445408
ADAM8	1.51502732720416	0.0297173310448911	0.0733504210244623
PGPEP1	1.55542305856891	0.0297361428325256	0.0733795135464539
JDP2	-1.85428490600171	0.0297382118364135	0.0733795135464539
PTPN23	1.83359923540094	0.0297429479483211	0.0733795135464539
NSUN2	1.84501718774215	0.0297443706508584	0.0733795135464539
PAOX	1.76078839401669	0.0297466507414015	0.0733795135464539
PSEN1	1.84977481189194	0.0297542992722256	0.0733897296759303
YME1L1	1.79501501838059	0.029758179119137	0.073390198837874
ANKS3	1.57682334490055	0.0297640425412859	0.073390198837874
C17orf50	1.46933521378199	0.0297650108734128	0.073390198837874
SCGB1A1	2.07167096365695	0.0297752128991791	0.0734067041857001
LOC100507582	-1.74293956349863	0.0297863215949464	0.0734254406521202
LOC100144604	2.37748343200788	0.0297920973806655	0.0734310282435578
ZRANB1	1.87018958346675	0.0298037134885789	0.0734510079451186
GNB2	1.60880295633013	0.0298250085349456	0.0734948337967819
KCTD13	1.95415392207516	0.0298535437623712	0.0735564884930389
LOC100505738	1.85540656636413	0.0298581860902301	0.0735583481151079
MITD1	1.58820224265713	0.0298613288367506	0.0735583481151079
SLC19A3	-1.69097717415128	0.0298672601816102	0.0735642992655808
KIFC3	1.60393860100004	0.0298715103587901	0.0735661087169639
SF3A1	1.76636834739801	0.0298802320794757	0.073578928747365
CCDC89	-1.8123612017687	0.029897977858105	0.0736139645439116
UBE2QL1	2.50606505432623	0.0299288128259507	0.0736702514090668
CUL1	1.92810650575659	0.0299295035292788	0.0736702514090668
COL10A1	-2.72659029807203	0.0299367855340678	0.0736702514090668
C20orf194	1.65218090251178	0.0299377772569692	0.0736702514090668
LOC285456	1.57459143233208	0.0299395127669645	0.0736702514090668
CPT1C	1.90315526792755	0.0299419615900847	0.0736702514090668
RAB40A	1.96808229235325	0.0299522369940942	0.073686869426101
ZNF408	1.60664797074806	0.0299708269071691	0.0737239360361374
NOC2L	1.93921911419192	0.0300015125188854	0.0737907441196751
RPS6KB2	1.58024364085048	0.0300120566520803	0.0738028193717997
FAM131B	2.23194413874913	0.0300134757170035	0.0738028193717997
C10orf68	1.95343558299684	0.0300230310219099	0.0738176415420617
KCNK13	-2.39500852295732	0.0300294407725809	0.0738227112051487
NKAPL	1.83599976568614	0.030033733025266	0.0738227112051487
PI4KAP2	1.821290394711	0.0300356763452469	0.0738227112051487
ERVMER34-1	1.95751303027258	0.0300498889340794	0.0738489695636578
SLC30A5	1.80757196769415	0.0300614086281369	0.0738654597035915
SLC38A11	-1.58219322501552	0.0300636586206389	0.0738654597035915
MPPE1	1.91368014024317	0.0300781683281254	0.0738899738085589
PPL	-2.78870286160207	0.0300838375638769	0.0738899738085589
GPANK1	2.06147485704581	0.0300842290379873	0.0738899738085589
CENPP	1.96192179278946	0.0300912323983597	0.0738985012519745
ORAI2	1.85479937302536	0.0300958420634001	0.0739011489109023
KLHL22	1.71645069352067	0.0301148839372336	0.0739294857800748
FARP2	1.61215189222689	0.0301178225345863	0.0739294857800748
SNORD84	1.63563019853617	0.0301179808025967	0.0739294857800748
ENTPD5	1.57036048418291	0.0301226472614721	0.0739322679560831
B4GALNT1	2.27753521571447	0.0301839392879527	0.0740594802037466
GRAP	1.48754087171294	0.0301839405973698	0.0740594802037466
NKX2-8	-2.16926488006623	0.0301850954151656	0.0740594802037466
PIK3CD	1.64542228522572	0.0301898060572146	0.0740609233457124
WDR63	-1.94147614513885	0.0301927619737299	0.0740609233457124
MTCP1	1.63992609323022	0.030220672196073	0.0741206969497216
HTR2C	-2.68348475799332	0.0302364045121752	0.0741505919162989
DTX3	1.67487779733633	0.0302445781998403	0.0741581098887645
NUS1	1.86962502119048	0.0302479654376699	0.0741581098887645
SNORA33	1.50278040637275	0.0302559331175141	0.0741581098887645
SUN3	-2.33547542305314	0.0302562794317211	0.0741581098887645
CNN3	1.6153910324588	0.0302571892492723	0.0741581098887645
EBF3	1.8058132618827	0.0302755151523564	0.0741943354114312
PDSS2	1.72856630636075	0.0303029005925164	0.0742527514987118
LOC400456	1.85794566012704	0.0303341046687433	0.0743205098112776
SLC36A4	1.86717061387165	0.0303423971332344	0.0743255009182368
LOC728758	2.14028324166604	0.0303433610842008	0.0743255009182368
LOC100130855	1.78618238945456	0.0303490958856623	0.0743255009182368
AATF	1.67812502599325	0.0303503491038103	0.0743255009182368
ANKRD26	1.99225026215676	0.030358511420156	0.0743367903087039
MYO18A	1.78739004663029	0.0303657425329216	0.0743457971503355
DEXI	-1.73693852646311	0.030375828994777	0.0743617919448647
TOE1	1.54352997588914	0.0303842288088826	0.0743736544689059
NAT10	1.71438924211148	0.0303881115261013	0.0743742164992076
CLCC1	1.63502007418622	0.0303915667248745	0.0743742164992076
TMEM234	1.65943011801572	0.0304018486932224	0.0743906788767975
STK17A	1.65364429248682	0.0304100591741662	0.0744020692480536
USP31	2.21228473005305	0.0304416549278059	0.0744706653050346
CADPS2	-2.45962428444344	0.030450667257051	0.0744728094278936
GHRH	2.97339580607399	0.0304514607384617	0.0744728094278936
CYSLTR1	1.72362989741483	0.0304532079840622	0.0744728094278936
SOX3	3.00347103204715	0.0304681775521914	0.0745007108503338
LOC723809	2.01479803978615	0.0304780161618287	0.074516061012084
ATXN10	1.84597982422999	0.0305025865859477	0.0745646019972324
SF3B2	1.71779476091835	0.030504996544887	0.0745646019972324
NLGN2	1.74239491781008	0.0305403457543741	0.0746422886306975
C12orf71	2.10044792091042	0.0305563061186369	0.0746725752468288
RFFL	2.01998537979889	0.0305663925434591	0.0746792980365162
TEAD1	1.67379033030706	0.0305696982733404	0.0746792980365162
PANX3	-2.08767813527793	0.0305697633078848	0.0746792980365162
SLC22A13	2.24897226368496	0.0305838785766009	0.0746814792207926
TMEM132B	1.92900996530326	0.0305840088900839	0.0746814792207926
LAPTM4A	1.54104596772874	0.0305914865644739	0.0746814792207926
CLEC5A	1.70976100564832	0.0305929050223453	0.0746814792207926
THEGL	1.70976100564832	0.0305929050223453	0.0746814792207926
UFM1	1.60804230468153	0.0305932757006685	0.0746814792207926
DDX59	1.67055821346474	0.0305973526209802	0.0746814792207926
FAM19A1	2.20579238779543	0.0306019017299939	0.0746814792207926
TSC22D1-AS1	2.07314493712068	0.0306027757009603	0.0746814792207926
UBE2G1	1.81154411485222	0.0306096798089482	0.0746896175002389
NUPL2	1.62641793123964	0.0306184244459225	0.0746910563598695
FKBP15	1.73046751503076	0.0306189622281698	0.0746910563598695
MKRN9P	1.75559551356497	0.0306217424127963	0.0746910563598695
CITED2	2.29748197999158	0.0306245466676709	0.0746910563598695
CHSY3	2.01491154423888	0.0306282804590458	0.0746914575091472
NPSR1	1.90835371127145	0.0306492716233727	0.0747307020685216
LPAR3	-2.3890766519814	0.0306515156195222	0.0747307020685216
PROX1	2.23240264466754	0.0306564254601433	0.0747339025508464
GPHA2	1.68629789635119	0.030659971012091	0.0747339025508464
P2RX7	-2.04993379930784	0.0306961535118561	0.074813383227242
WDR93	1.73486770263097	0.0307085965896396	0.0748145806084862
ABCB10	1.77491018468296	0.0307125365168713	0.0748145806084862
GLRX3	1.73663172326163	0.0307127037701409	0.0748145806084862
CCDC11	1.79776308728203	0.0307170638922004	0.0748145806084862
TBC1D2B	1.49959578847082	0.0307194151252516	0.0748145806084862
SMARCC2	1.70253983737039	0.0307203247286386	0.0748145806084862
BAALC	-1.56702309887631	0.0307242348954286	0.0748145806084862
RAVER2	1.60807735481919	0.0307252463800693	0.0748145806084862
MON2	1.86295743455416	0.0307622038032146	0.0748958553561452
CD27	1.60826066460526	0.0307780414306782	0.0749256974148874
RANBP1	1.73412992393224	0.0307920616912192	0.0749423463145771
PCYOX1	1.95412928903544	0.0307946281286206	0.0749423463145771
ST8SIA1	2.0786214670707	0.0307956243887531	0.0749423463145771
C11orf46	1.88506129483564	0.030811443087862	0.0749721230298374
SMPDL3A	1.61801648964266	0.0308393958333814	0.0750162766802154
SHOC2	1.97641187768992	0.0308395017724767	0.0750162766802154
UPF2	1.83596497386007	0.0308403435095046	0.0750162766802154
MGC3771	1.79864197576357	0.0308522580428592	0.0750365355421748
TTC25	1.57876013538439	0.0308896128804297	0.0751186564945812
CTDNEP1	1.55574553265095	0.0309134229434277	0.0751678234387832
HIST2H2AB	1.52832083357372	0.0309198260648335	0.0751711386405692
PCMTD1	1.70192756558673	0.0309251765053845	0.0751711386405692
OR5K2	2.09876351166833	0.0309255630582367	0.0751711386405692
